,participant_ID,treatment,block_progressive_ID,block_type,block_order,block_stimuli,trial_ID,start_position,value_left_1,value_left_2,value_left_3,value_left_4,value_left_5,value_left_6,value_right_1,value_right_2,value_right_3,value_right_4,value_right_5,value_right_6,total_left,total_right,waiting_elapsed,side_chosen,choice_correct,bonus_block_type,bonus_trial_number_chosen,bonus_trial_correct,bonus_total,trial_ID_block,left-0-right
139,13,1,3,1,2,1,140,0,67.0,71.0,38.0,71.0,26.0,56.0,76.0,26.0,58.0,79.0,81.0,79.0,329.0,399.0,533.7228999998886,0,0,,,,,40,0
140,13,1,3,1,2,1,141,0,85.0,64.0,77.0,46.0,42.0,76.0,27.0,43.0,30.0,37.0,30.0,73.0,390.0,240.0,1252.7325000000656,0,1,,,,,41,0
141,13,1,3,1,2,1,142,0,51.0,63.0,75.0,15.0,49.0,32.0,39.0,50.0,79.0,71.0,85.0,55.0,285.0,379.0,3252.919100000131,0,0,,,,,42,0
142,13,1,3,1,2,1,143,0,50.0,45.0,83.0,78.0,71.0,27.0,41.0,78.0,64.0,26.0,67.0,52.0,354.0,328.0,2034.63880000012,0,1,,,,,43,0
143,13,1,3,1,2,1,144,0,54.0,27.0,77.0,71.0,76.0,71.0,60.0,80.0,90.0,81.0,56.0,64.0,376.0,431.0,2385.316699999244,0,0,,,,,44,0
144,13,1,3,1,2,1,145,0,54.0,31.0,81.0,85.0,57.0,76.0,64.0,67.0,52.0,89.0,79.0,39.0,384.0,390.0,2635.374499999849,0,0,,,,,45,0
145,13,1,3,1,2,1,146,0,74.0,62.0,65.0,42.0,78.0,83.0,54.0,74.0,71.0,59.0,42.0,86.0,404.0,386.0,3219.3786999998383,0,1,,,,,46,0
146,13,1,3,1,2,1,147,0,54.0,26.0,87.0,54.0,82.0,73.0,83.0,74.0,80.0,40.0,74.0,79.0,376.0,430.0,7122.35410000028,0,0,,,,,47,0
147,13,1,3,1,2,1,148,0,35.0,75.0,51.0,63.0,53.0,63.0,82.0,52.0,75.0,45.0,89.0,80.0,340.0,423.0,2952.408799999535,0,0,,,,,48,0
148,13,1,3,1,2,1,149,0,58.0,32.0,55.0,61.0,80.0,89.0,67.0,79.0,76.0,44.0,28.0,85.0,375.0,379.0,767.1228999997721,0,0,,,,,49,0
149,13,1,3,1,2,1,150,0,50.0,37.0,48.0,35.0,36.0,48.0,83.0,37.0,83.0,46.0,65.0,72.0,254.0,386.0,1251.036100000399,0,0,,,,,50,0
150,13,1,4,4,2,2,151,0,89.0,82.0,36.0,67.0,86.0,24.0,82.0,58.0,54.0,67.0,63.0,82.0,384.0,406.0,1050.8562999999847,0,0,,,,,1,0
151,13,1,4,4,2,2,152,0,63.0,55.0,46.0,77.0,67.0,44.0,80.0,85.0,36.0,82.0,75.0,36.0,352.0,394.0,383.79809999996803,0,0,,,,,2,0
152,13,1,4,4,2,2,153,0,69.0,80.0,86.0,56.0,82.0,90.0,83.0,63.0,79.0,75.0,40.0,70.0,463.0,410.0,433.70340000034776,0,1,,,,,3,0
153,13,1,4,4,2,2,154,0,63.0,36.0,59.0,84.0,66.0,72.0,52.0,81.0,58.0,78.0,61.0,54.0,380.0,384.0,517.1187000000152,0,0,,,,,4,0
154,13,1,4,4,2,2,155,0,85.0,78.0,61.0,66.0,75.0,67.0,74.0,40.0,59.0,66.0,76.0,89.0,432.0,404.0,683.8299000001979,0,1,,,,,5,0
155,13,1,4,4,2,2,156,0,36.0,65.0,69.0,71.0,90.0,86.0,78.0,65.0,40.0,73.0,43.0,69.0,417.0,368.0,867.4234000000871,0,1,,,,,6,0
156,13,1,4,4,2,2,157,0,80.0,60.0,70.0,76.0,81.0,70.0,34.0,84.0,76.0,55.0,17.0,26.0,437.0,292.0,517.1104999996721,0,1,,,,,7,0
157,13,1,4,4,2,2,158,0,83.0,37.0,83.0,46.0,65.0,72.0,50.0,37.0,48.0,35.0,36.0,48.0,386.0,254.0,550.4572000001091,0,1,,,,,8,0
158,13,1,4,4,2,2,159,0,76.0,26.0,58.0,79.0,81.0,79.0,67.0,71.0,38.0,71.0,26.0,56.0,399.0,329.0,400.50289999994,0,1,,,,,9,0
159,13,1,4,4,2,2,160,0,80.0,85.0,36.0,82.0,75.0,36.0,63.0,55.0,46.0,77.0,67.0,44.0,394.0,352.0,550.4164999999804,0,1,,,,,10,0
160,13,1,4,4,2,2,161,0,63.0,59.0,55.0,84.0,76.0,49.0,63.0,46.0,59.0,53.0,42.0,78.0,386.0,341.0,950.646199999866,0,1,,,,,11,0
161,13,1,4,4,2,2,162,0,74.0,31.0,22.0,18.0,51.0,85.0,73.0,83.0,42.0,74.0,50.0,50.0,281.0,372.0,533.8450999999884,0,0,,,,,12,0
162,13,1,4,4,2,2,163,0,73.0,83.0,42.0,74.0,50.0,50.0,74.0,31.0,22.0,18.0,51.0,85.0,372.0,281.0,1100.9357999999306,0,1,,,,,13,0
163,13,1,4,4,2,2,164,0,60.0,80.0,72.0,65.0,69.0,26.0,64.0,90.0,78.0,47.0,69.0,40.0,372.0,388.0,633.7797000000022,0,0,,,,,14,0
164,13,1,4,4,2,2,165,0,62.0,52.0,71.0,86.0,69.0,67.0,78.0,70.0,28.0,89.0,82.0,87.0,407.0,434.0,1334.4503000001425,0,0,,,,,15,0
165,13,1,4,4,2,2,166,0,78.0,70.0,28.0,89.0,82.0,87.0,62.0,52.0,71.0,86.0,69.0,67.0,434.0,407.0,1317.7968000001965,0,1,,,,,16,0
166,13,1,4,4,2,2,167,0,34.0,34.0,54.0,68.0,36.0,75.0,59.0,65.0,85.0,74.0,45.0,69.0,301.0,397.0,950.9269999997226,0,0,,,,,17,0
167,13,1,4,4,2,2,168,0,90.0,33.0,49.0,88.0,64.0,84.0,90.0,53.0,34.0,68.0,72.0,68.0,408.0,385.0,1067.5217999998945,0,1,,,,,18,0
168,13,1,4,4,2,2,169,0,77.0,80.0,66.0,12.0,69.0,50.0,56.0,76.0,45.0,76.0,73.0,72.0,354.0,398.0,1017.4327000000748,0,0,,,,,19,0
169,13,1,4,4,2,2,170,0,62.0,71.0,88.0,56.0,82.0,64.0,79.0,73.0,90.0,68.0,79.0,59.0,423.0,448.0,984.2098000001164,0,0,,,,,20,0
170,13,1,4,4,2,2,171,0,54.0,74.0,71.0,59.0,42.0,86.0,74.0,62.0,65.0,42.0,78.0,83.0,386.0,404.0,900.6081999999005,0,0,,,,,21,0
171,13,1,4,4,2,2,172,0,82.0,70.0,77.0,87.0,35.0,85.0,46.0,36.0,69.0,90.0,33.0,47.0,436.0,321.0,1267.2887000000562,0,1,,,,,22,0
172,13,1,4,4,2,2,173,0,76.0,24.0,56.0,66.0,73.0,36.0,85.0,42.0,66.0,39.0,43.0,46.0,331.0,321.0,1367.6061999999445,0,1,,,,,23,0
173,13,1,4,4,2,2,174,0,63.0,46.0,59.0,53.0,42.0,78.0,63.0,59.0,55.0,84.0,76.0,49.0,341.0,386.0,1217.626800000179,0,0,,,,,24,0
174,13,1,4,4,2,2,175,0,78.0,42.0,89.0,63.0,15.0,83.0,61.0,68.0,68.0,88.0,46.0,76.0,370.0,407.0,1400.905600000103,0,0,,,,,25,0
175,13,1,4,4,2,2,176,0,83.0,63.0,79.0,75.0,40.0,70.0,69.0,80.0,86.0,56.0,82.0,90.0,410.0,463.0,1300.9567000002833,0,0,,,,,26,0
176,13,1,4,4,2,2,177,0,67.0,52.0,89.0,46.0,77.0,15.0,59.0,83.0,71.0,80.0,44.0,83.0,346.0,420.0,1400.9248000002704,0,0,,,,,27,0
177,13,1,4,4,2,2,178,0,58.0,76.0,80.0,40.0,84.0,62.0,40.0,32.0,80.0,80.0,41.0,36.0,400.0,309.0,817.5225000001491,0,1,,,,,28,0
178,13,1,4,4,2,2,179,0,62.0,86.0,28.0,77.0,42.0,35.0,64.0,86.0,64.0,46.0,86.0,45.0,330.0,391.0,1434.3994000000414,0,0,,,,,29,0
179,13,1,4,4,2,2,180,0,67.0,79.0,76.0,44.0,28.0,85.0,58.0,32.0,55.0,61.0,80.0,89.0,379.0,375.0,1267.8417999997966,0,1,,,,,30,0
180,13,1,4,4,2,2,181,0,40.0,32.0,80.0,80.0,41.0,36.0,58.0,76.0,80.0,40.0,84.0,62.0,309.0,400.0,633.9003000002356,0,0,,,,,31,0
181,13,1,4,4,2,2,182,0,50.0,85.0,85.0,86.0,42.0,76.0,90.0,61.0,82.0,15.0,47.0,53.0,424.0,348.0,533.5217000001112,0,1,,,,,32,0
182,13,1,4,4,2,2,183,0,39.0,33.0,31.0,82.0,73.0,66.0,85.0,63.0,32.0,85.0,62.0,49.0,324.0,376.0,717.1659000003245,0,0,,,,,33,0
183,13,1,4,4,2,2,184,0,76.0,58.0,17.0,86.0,68.0,75.0,85.0,35.0,55.0,35.0,86.0,90.0,380.0,386.0,367.0743000001647,0,0,,,,,34,0
184,13,1,4,4,2,2,185,0,82.0,68.0,83.0,71.0,79.0,75.0,59.0,56.0,84.0,71.0,53.0,86.0,458.0,409.0,667.2126999998467,0,1,,,,,35,0
185,13,1,4,4,2,2,186,0,90.0,53.0,34.0,68.0,72.0,68.0,90.0,33.0,49.0,88.0,64.0,84.0,385.0,408.0,950.5337000001456,0,0,,,,,36,0
186,13,1,4,4,2,2,187,0,68.0,63.0,83.0,27.0,89.0,52.0,29.0,89.0,74.0,47.0,39.0,79.0,382.0,357.0,200.12519999996292,0,1,,,,,37,0
187,13,1,4,4,2,2,188,0,52.0,81.0,58.0,78.0,61.0,54.0,63.0,36.0,59.0,84.0,66.0,72.0,384.0,380.0,733.9367000002184,0,1,,,,,38,0
188,13,1,4,4,2,2,189,0,59.0,89.0,31.0,66.0,82.0,68.0,45.0,76.0,25.0,43.0,43.0,37.0,395.0,269.0,817.353700000094,0,1,,,,,39,0
189,13,1,4,4,2,2,190,0,90.0,61.0,82.0,15.0,47.0,53.0,50.0,85.0,85.0,86.0,42.0,76.0,348.0,424.0,1317.747199999704,0,0,,,,,40,0
190,13,1,4,4,2,2,191,0,82.0,52.0,75.0,45.0,89.0,80.0,35.0,75.0,51.0,63.0,53.0,63.0,423.0,340.0,1350.9018000003182,0,1,,,,,41,0
191,13,1,4,4,2,2,192,0,48.0,90.0,49.0,80.0,66.0,67.0,68.0,83.0,61.0,55.0,76.0,50.0,400.0,393.0,767.3704999999844,0,1,,,,,42,0
192,13,1,4,4,2,2,193,0,62.0,90.0,76.0,75.0,72.0,54.0,71.0,33.0,58.0,26.0,76.0,70.0,429.0,334.0,1251.1739999998824,0,1,,,,,43,0
193,13,1,4,4,2,2,194,0,72.0,87.0,37.0,31.0,29.0,47.0,47.0,69.0,73.0,81.0,40.0,38.0,303.0,348.0,1234.5417999997267,0,0,,,,,44,0
194,13,1,4,4,2,2,195,0,61.0,68.0,68.0,88.0,46.0,76.0,78.0,42.0,89.0,63.0,15.0,83.0,407.0,370.0,1901.3984000001806,0,1,,,,,45,0
195,13,1,4,4,2,2,196,0,80.0,71.0,54.0,55.0,14.0,79.0,84.0,41.0,38.0,43.0,84.0,81.0,353.0,371.0,1551.1964999997058,0,0,,,,,46,0
196,13,1,4,4,2,2,197,0,87.0,87.0,83.0,66.0,89.0,36.0,36.0,24.0,84.0,49.0,47.0,72.0,448.0,312.0,200.05140000001998,0,1,,,,,47,0
197,13,1,4,4,2,2,198,0,43.0,71.0,72.0,59.0,85.0,66.0,26.0,64.0,39.0,72.0,89.0,89.0,396.0,379.0,2368.576700000418,0,1,,,,,48,0
198,13,1,4,4,2,2,199,0,68.0,83.0,61.0,55.0,76.0,50.0,48.0,90.0,49.0,80.0,66.0,67.0,393.0,400.0,1734.7341000001175,0,0,,,,,49,0
199,13,1,4,4,2,2,200,0,67.0,78.0,13.0,89.0,74.0,74.0,72.0,84.0,18.0,69.0,53.0,65.0,395.0,361.0,1284.5157999997266,0,1,,,,,50,0
200,13,1,5,2,3,1,201,4,53.0,40.0,90.0,53.0,78.0,87.0,25.0,52.0,61.0,38.0,38.0,62.0,332.0,345.0,567.089199999976,0,0,,,,,1,2
201,13,1,5,2,3,1,202,2,67.0,88.0,79.0,85.0,63.0,69.0,34.0,65.0,31.0,80.0,32.0,50.0,437.0,306.0,784.0546999998624,0,1,,,,,2,2
202,13,1,5,2,3,1,203,3,71.0,78.0,80.0,67.0,67.0,71.0,78.0,83.0,52.0,81.0,84.0,39.0,432.0,419.0,617.2481999998913,0,1,,,,,3,1
203,13,1,5,2,3,1,204,1,64.0,36.0,29.0,67.0,90.0,68.0,88.0,88.0,69.0,89.0,34.0,38.0,374.0,386.0,650.5484000003896,0,0,,,,,4,1
204,13,1,5,2,3,1,205,2,82.0,78.0,71.0,69.0,49.0,21.0,71.0,73.0,87.0,53.0,51.0,48.0,342.0,411.0,900.7847999999764,0,0,,,,,5,2
205,13,1,5,2,3,1,206,2,29.0,46.0,57.0,88.0,88.0,76.0,88.0,18.0,82.0,71.0,61.0,69.0,368.0,405.0,350.3463000000454,0,0,,,,,6,2
206,13,1,5,2,3,1,207,3,43.0,70.0,31.0,87.0,30.0,53.0,84.0,68.0,87.0,47.0,53.0,58.0,328.0,383.0,934.2371000001207,0,0,,,,,7,1
207,13,1,5,2,3,1,208,4,38.0,68.0,81.0,43.0,50.0,76.0,50.0,21.0,83.0,53.0,42.0,67.0,328.0,344.0,1401.086000000453,0,0,,,,,8,2
208,13,1,5,2,3,1,209,3,66.0,50.0,60.0,79.0,23.0,62.0,86.0,68.0,79.0,79.0,33.0,52.0,347.0,390.0,1384.4636000004364,0,0,,,,,9,1
209,13,1,5,2,3,1,210,4,47.0,75.0,51.0,83.0,65.0,79.0,89.0,56.0,81.0,47.0,84.0,85.0,425.0,417.0,205.0767000000458,0,1,,,,,10,2
210,13,1,5,2,3,1,211,2,83.0,46.0,85.0,44.0,67.0,55.0,78.0,49.0,56.0,43.0,78.0,44.0,281.0,447.0,567.0032000001985,0,0,,,,,11,2
211,13,1,5,2,3,1,212,1,51.0,53.0,66.0,75.0,89.0,78.0,84.0,71.0,55.0,44.0,87.0,49.0,432.0,370.0,1184.401500000316,0,1,,,,,12,1
212,13,1,5,2,3,1,213,2,54.0,73.0,55.0,66.0,40.0,53.0,77.0,79.0,24.0,70.0,63.0,72.0,413.0,313.0,383.62640000006655,0,1,,,,,13,2
213,13,1,5,2,3,1,214,3,62.0,89.0,54.0,45.0,53.0,79.0,42.0,57.0,28.0,37.0,76.0,66.0,315.0,373.0,1201.1226999998094,0,0,,,,,14,1
214,13,1,5,2,3,1,215,1,16.0,44.0,72.0,72.0,51.0,88.0,68.0,82.0,49.0,88.0,83.0,75.0,339.0,449.0,283.625300000026,0,0,,,,,15,1
215,13,1,5,2,3,1,216,2,36.0,85.0,78.0,52.0,47.0,54.0,88.0,60.0,75.0,45.0,31.0,46.0,342.0,355.0,200.19210000010204,0,0,,,,,16,2
216,13,1,5,2,3,1,217,1,33.0,90.0,78.0,65.0,36.0,75.0,73.0,59.0,79.0,63.0,72.0,43.0,371.0,395.0,1334.285000000545,0,0,,,,,17,1
217,13,1,5,2,3,1,218,2,47.0,83.0,83.0,87.0,50.0,78.0,69.0,54.0,87.0,78.0,72.0,63.0,443.0,408.0,700.4133999998214,0,1,,,,,18,2
218,13,1,5,2,3,1,219,4,79.0,56.0,89.0,42.0,80.0,71.0,49.0,13.0,90.0,52.0,31.0,53.0,287.0,418.0,650.5790000000037,0,0,,,,,19,2
219,13,1,5,2,3,1,220,4,21.0,72.0,56.0,70.0,74.0,68.0,60.0,30.0,39.0,36.0,26.0,40.0,316.0,276.0,233.58530000005848,0,1,,,,,20,2
220,13,1,5,2,3,1,221,4,69.0,63.0,58.0,90.0,67.0,78.0,86.0,51.0,80.0,53.0,49.0,89.0,424.0,409.0,1167.7610000004065,0,1,,,,,21,2
221,13,1,5,2,3,1,222,2,51.0,55.0,62.0,34.0,33.0,44.0,70.0,82.0,22.0,16.0,35.0,23.0,254.0,273.0,533.8006000001683,0,0,,,,,22,2
222,13,1,5,2,3,1,223,1,86.0,68.0,79.0,79.0,33.0,52.0,66.0,50.0,60.0,79.0,23.0,62.0,347.0,390.0,300.19700000006696,0,0,,,,,23,1
223,13,1,5,2,3,1,224,4,88.0,60.0,75.0,45.0,31.0,46.0,36.0,85.0,78.0,52.0,47.0,54.0,342.0,355.0,200.1893000000389,0,0,,,,,24,2
224,13,1,5,2,3,1,225,2,49.0,13.0,90.0,52.0,31.0,53.0,79.0,56.0,89.0,42.0,80.0,71.0,287.0,418.0,733.6979999996953,0,0,,,,,25,2
225,13,1,5,2,3,1,226,2,35.0,20.0,61.0,63.0,82.0,57.0,88.0,77.0,77.0,46.0,52.0,87.0,350.0,395.0,783.9376999998,0,0,,,,,26,2
226,13,1,5,2,3,1,227,4,88.0,18.0,82.0,71.0,61.0,69.0,29.0,46.0,57.0,88.0,88.0,76.0,368.0,405.0,784.0688999996986,0,0,,,,,27,2
227,13,1,5,2,3,1,228,2,80.0,86.0,74.0,63.0,59.0,64.0,87.0,89.0,84.0,88.0,40.0,85.0,475.0,424.0,1284.7007999994096,0,1,,,,,28,2
228,13,1,5,2,3,1,229,2,67.0,90.0,77.0,87.0,22.0,65.0,52.0,83.0,84.0,86.0,69.0,53.0,464.0,371.0,550.5781999999657,0,1,,,,,29,2
229,13,1,5,2,3,1,230,3,35.0,57.0,86.0,71.0,76.0,80.0,41.0,71.0,76.0,58.0,72.0,74.0,386.0,411.0,2718.462800000073,0,0,,,,,30,1
230,13,1,5,2,3,1,231,4,71.0,73.0,87.0,53.0,51.0,48.0,82.0,78.0,71.0,69.0,49.0,21.0,342.0,411.0,383.56419999976646,0,0,,,,,31,2
231,13,1,5,2,3,1,232,4,89.0,84.0,78.0,60.0,31.0,82.0,68.0,87.0,59.0,81.0,37.0,72.0,466.0,362.0,300.2996999998112,0,1,,,,,32,2
232,13,1,5,2,3,1,233,3,64.0,35.0,30.0,71.0,77.0,88.0,66.0,42.0,23.0,57.0,57.0,83.0,317.0,376.0,850.4641000003087,0,0,,,,,33,1
233,13,1,5,2,3,1,234,2,88.0,80.0,61.0,52.0,42.0,79.0,81.0,67.0,35.0,59.0,45.0,75.0,412.0,352.0,717.1935999994166,0,1,,,,,34,2
234,13,1,5,2,3,1,235,2,66.0,85.0,44.0,40.0,32.0,77.0,65.0,70.0,86.0,68.0,36.0,50.0,390.0,329.0,200.14420000021343,0,1,,,,,35,2
235,13,1,5,2,3,1,236,3,59.0,59.0,72.0,49.0,90.0,44.0,65.0,78.0,88.0,88.0,53.0,62.0,427.0,380.0,1083.8026000003797,0,1,,,,,36,1
236,13,1,5,2,3,1,237,4,84.0,30.0,72.0,57.0,81.0,82.0,53.0,22.0,85.0,71.0,74.0,32.0,294.0,449.0,4520.427500001853,0,0,,,,,37,2
237,13,1,5,2,3,1,238,4,78.0,49.0,56.0,43.0,78.0,44.0,83.0,46.0,85.0,44.0,67.0,55.0,281.0,447.0,2952.601699998836,0,0,,,,,38,2
238,13,1,5,2,3,1,239,3,74.0,87.0,79.0,84.0,73.0,41.0,42.0,66.0,79.0,55.0,89.0,87.0,436.0,420.0,1985.1011999993584,0,1,,,,,39,1
239,13,1,5,2,3,1,240,4,81.0,67.0,35.0,59.0,45.0,75.0,88.0,80.0,61.0,52.0,42.0,79.0,412.0,352.0,1401.1854999999982,0,1,,,,,40,2
240,13,1,5,2,3,1,241,3,25.0,48.0,31.0,70.0,80.0,52.0,47.0,84.0,40.0,45.0,50.0,67.0,273.0,366.0,3185.967400001921,0,0,,,,,41,1
241,13,1,5,2,3,1,242,1,41.0,71.0,76.0,58.0,72.0,74.0,35.0,57.0,86.0,71.0,76.0,80.0,386.0,411.0,1194.2543999989052,0,0,,,,,42,1
242,13,1,5,2,3,1,243,1,81.0,66.0,59.0,51.0,73.0,65.0,77.0,89.0,42.0,79.0,54.0,46.0,386.0,396.0,2051.67729999954,0,0,,,,,43,1
243,13,1,5,2,3,1,244,4,69.0,54.0,87.0,78.0,72.0,63.0,47.0,83.0,83.0,87.0,50.0,78.0,443.0,408.0,10875.816799997412,0,1,,,,,44,2
244,13,1,5,2,3,1,245,1,31.0,64.0,85.0,54.0,57.0,65.0,46.0,27.0,65.0,79.0,82.0,64.0,366.0,353.0,1469.5419000006752,0,1,,,,,45,1
245,13,1,5,2,3,1,246,3,52.0,54.0,30.0,68.0,58.0,77.0,83.0,59.0,88.0,75.0,31.0,83.0,342.0,416.0,6856.854600002856,0,0,,,,,46,1
246,13,1,5,2,3,1,247,2,68.0,87.0,59.0,81.0,37.0,72.0,89.0,84.0,78.0,60.0,31.0,82.0,466.0,362.0,1434.2927999992855,0,1,,,,,47,2
247,13,1,5,2,3,1,248,3,45.0,75.0,54.0,60.0,44.0,80.0,62.0,90.0,50.0,18.0,68.0,36.0,323.0,359.0,1384.2017999998761,0,0,,,,,48,1
248,13,1,5,2,3,1,249,3,89.0,24.0,39.0,74.0,41.0,70.0,58.0,69.0,72.0,70.0,66.0,56.0,365.0,363.0,17964.106400000946,0,1,,,,,49,1
249,13,1,5,2,3,1,250,2,80.0,80.0,51.0,69.0,70.0,45.0,69.0,51.0,20.0,78.0,44.0,84.0,407.0,334.0,1451.3376999996606,0,1,,,,,50,2
250,13,1,6,6,1,2,251,1,73.0,81.0,89.0,50.0,24.0,84.0,82.0,31.0,89.0,72.0,28.0,56.0,401.0,358.0,1250.8147000000345,0,1,,,,,1,1
251,13,1,6,6,1,2,252,1,72.0,74.0,74.0,77.0,30.0,69.0,78.0,39.0,74.0,56.0,75.0,90.0,396.0,412.0,817.3800000002608,0,0,,,,,2,1
252,13,1,6,6,1,2,253,1,79.0,39.0,33.0,72.0,30.0,65.0,69.0,69.0,39.0,78.0,53.0,89.0,318.0,397.0,2635.470299999881,0,0,,,,,3,1
253,13,1,6,6,1,2,254,4,68.0,65.0,89.0,44.0,23.0,82.0,83.0,68.0,90.0,34.0,38.0,69.0,371.0,382.0,500.3399999995716,0,0,,,,,4,2
254,13,1,6,6,1,2,255,2,30.0,76.0,90.0,87.0,53.0,26.0,82.0,66.0,61.0,37.0,64.0,81.0,362.0,391.0,516.9180999998468,0,0,,,,,5,2
255,13,1,6,6,1,2,256,2,66.0,63.0,47.0,53.0,30.0,73.0,83.0,78.0,85.0,50.0,41.0,44.0,332.0,381.0,1584.7497000010221,0,0,,,,,6,2
256,13,1,6,6,1,2,257,4,49.0,87.0,36.0,84.0,43.0,38.0,72.0,90.0,33.0,76.0,57.0,45.0,337.0,373.0,200.14099999996841,0,0,,,,,7,2
257,13,1,6,6,1,2,258,3,65.0,57.0,66.0,81.0,57.0,29.0,72.0,48.0,54.0,77.0,81.0,80.0,355.0,412.0,200.23800000003536,0,0,,,,,8,1
258,13,1,6,6,1,2,259,4,55.0,88.0,79.0,63.0,48.0,70.0,61.0,39.0,40.0,58.0,43.0,65.0,403.0,306.0,16629.777499998883,0,1,,,,,9,2
259,13,1,6,6,1,2,260,2,82.0,87.0,59.0,47.0,88.0,60.0,83.0,47.0,63.0,35.0,65.0,14.0,423.0,307.0,466.86999999997215,0,1,,,,,10,2
260,13,1,6,6,1,2,261,2,58.0,26.0,69.0,46.0,54.0,87.0,69.0,83.0,72.0,75.0,82.0,79.0,340.0,460.0,19515.68729999884,0,0,,,,,11,2
261,13,1,6,6,1,2,262,3,31.0,60.0,85.0,89.0,78.0,47.0,57.0,42.0,78.0,77.0,87.0,84.0,390.0,425.0,8356.254800000881,0,0,,,,,12,1
262,13,1,6,6,1,2,263,4,62.0,71.0,53.0,64.0,29.0,59.0,34.0,86.0,72.0,68.0,74.0,82.0,338.0,416.0,44218.9466000056,0,0,,,,,13,2
263,13,1,6,6,1,2,264,1,83.0,87.0,48.0,69.0,73.0,85.0,68.0,27.0,43.0,72.0,61.0,89.0,445.0,360.0,7456.2581000000255,0,1,,,,,14,1
264,13,1,6,6,1,2,265,3,78.0,90.0,54.0,77.0,87.0,58.0,27.0,79.0,52.0,39.0,67.0,61.0,444.0,325.0,4036.261800000256,0,1,,,,,15,1
265,13,1,6,6,1,2,266,2,58.0,69.0,69.0,41.0,62.0,66.0,89.0,69.0,62.0,68.0,59.0,31.0,365.0,378.0,47687.94460000493,0,0,,,,,16,2
266,13,1,6,6,1,2,267,3,18.0,75.0,64.0,42.0,80.0,72.0,75.0,76.0,46.0,70.0,86.0,39.0,351.0,392.0,6538.12209999841,0,0,,,,,17,1
267,13,1,6,6,1,2,268,1,27.0,79.0,52.0,39.0,67.0,61.0,78.0,90.0,54.0,77.0,87.0,58.0,325.0,444.0,13344.366400000403,0,0,,,,,18,1
268,13,1,6,6,1,2,269,4,82.0,66.0,61.0,37.0,64.0,81.0,30.0,76.0,90.0,87.0,53.0,26.0,391.0,362.0,2035.049399999668,0,1,,,,,19,2
269,13,1,6,6,1,2,270,3,57.0,42.0,39.0,48.0,64.0,76.0,35.0,81.0,86.0,59.0,56.0,83.0,326.0,400.0,17714.03080000142,0,0,,,,,20,1
270,13,1,6,6,1,2,271,2,31.0,60.0,29.0,90.0,65.0,52.0,33.0,67.0,83.0,30.0,89.0,62.0,327.0,364.0,14260.844400001612,0,0,,,,,21,2
271,13,1,6,6,1,2,272,3,55.0,70.0,73.0,80.0,42.0,64.0,64.0,87.0,45.0,45.0,86.0,36.0,384.0,363.0,7939.738500002816,0,1,,,,,22,1
272,13,1,6,6,1,2,273,3,75.0,66.0,56.0,81.0,38.0,65.0,50.0,86.0,79.0,50.0,82.0,63.0,381.0,410.0,583.5912999997381,0,0,,,,,23,1
273,13,1,6,6,1,2,274,2,61.0,39.0,40.0,58.0,43.0,65.0,55.0,88.0,79.0,63.0,48.0,70.0,306.0,403.0,17731.477800000233,0,0,,,,,24,2
274,13,1,6,6,1,2,275,3,78.0,39.0,74.0,56.0,75.0,90.0,72.0,74.0,74.0,77.0,30.0,69.0,412.0,396.0,600.6084000002593,0,1,,,,,25,1
275,13,1,6,6,1,2,276,1,44.0,82.0,69.0,50.0,38.0,70.0,82.0,35.0,37.0,73.0,55.0,85.0,353.0,367.0,567.1284000007901,0,0,,,,,26,1
276,13,1,6,6,1,2,277,3,69.0,69.0,39.0,78.0,53.0,89.0,79.0,39.0,33.0,72.0,30.0,65.0,397.0,318.0,417.0753000000958,0,1,,,,,27,1
277,13,1,6,6,1,2,278,1,90.0,56.0,64.0,61.0,66.0,77.0,37.0,83.0,85.0,84.0,87.0,72.0,414.0,448.0,483.61870000003836,0,0,,,,,28,1
278,13,1,6,6,1,2,279,2,41.0,77.0,64.0,34.0,24.0,66.0,45.0,75.0,89.0,66.0,90.0,83.0,306.0,448.0,366.8598999999464,0,0,,,,,29,2
279,13,1,6,6,1,2,280,2,85.0,72.0,68.0,77.0,68.0,70.0,69.0,73.0,82.0,58.0,34.0,49.0,440.0,365.0,533.7357000002637,0,1,,,,,30,2
280,13,1,6,6,1,2,281,1,57.0,42.0,78.0,77.0,87.0,84.0,31.0,60.0,85.0,89.0,78.0,47.0,425.0,390.0,3002.788899999905,0,1,,,,,31,1
281,13,1,6,6,1,2,282,2,81.0,35.0,86.0,77.0,77.0,79.0,42.0,79.0,69.0,84.0,36.0,44.0,435.0,354.0,1434.633999999426,0,1,,,,,32,2
282,13,1,6,6,1,2,283,3,65.0,27.0,43.0,87.0,64.0,75.0,64.0,86.0,26.0,59.0,32.0,18.0,361.0,285.0,1250.8506000000982,0,1,,,,,33,1
283,13,1,6,6,1,2,284,3,71.0,72.0,88.0,64.0,22.0,83.0,18.0,30.0,49.0,58.0,53.0,76.0,400.0,284.0,817.1708000008484,0,1,,,,,34,1
284,13,1,6,6,1,2,285,3,68.0,27.0,43.0,72.0,61.0,89.0,83.0,87.0,48.0,69.0,73.0,85.0,360.0,445.0,3769.6775999994484,0,0,,,,,35,1
