,participant_ID,treatment,block_progressive_ID,trial_ID_in_block,left-0-right,block_type,block_order,block_stimuli,trial_ID,start_position,value_left_1,value_left_2,value_left_3,value_left_4,value_left_5,value_left_6,value_right_1,value_right_2,value_right_3,value_right_4,value_right_5,value_right_6,total_left,total_right,waiting_elapsed,side_chosen,choice_correct,bonus_block_type,bonus_trial_number_chosen,bonus_trial_correct,bonus_total
31,5,1,1,32,2,6,1,2,32,2,77.0,64.0,12.0,53.0,76.0,50.0,86.0,67.0,64.0,64.0,78.0,61.0,332.0,420.0,333.38000000001045,1,1,,,,
32,5,1,1,33,2,6,1,2,33,2,32.0,80.0,81.0,78.0,69.0,81.0,42.0,57.0,67.0,43.0,10.0,75.0,421.0,294.0,250.03500000000938,0,1,,,,
33,5,1,1,34,1,6,1,2,34,1,72.0,35.0,23.0,86.0,56.0,20.0,39.0,80.0,65.0,57.0,73.0,72.0,292.0,386.0,266.70400000000956,1,1,,,,
34,5,1,1,35,2,6,1,2,35,2,62.0,37.0,82.0,64.0,52.0,33.0,46.0,86.0,59.0,59.0,56.0,81.0,330.0,387.0,500.0700000000184,1,1,,,,
35,5,1,1,36,2,6,1,2,36,4,86.0,67.0,64.0,64.0,78.0,61.0,77.0,64.0,12.0,53.0,76.0,50.0,420.0,332.0,200.02800000000863,0,1,,,,
36,5,1,1,37,2,6,1,2,37,2,32.0,48.0,58.0,62.0,87.0,54.0,80.0,89.0,65.0,84.0,53.0,67.0,341.0,438.0,333.38000000001625,1,1,,,,
37,5,1,1,38,1,6,1,2,38,3,63.0,63.0,72.0,64.0,89.0,39.0,45.0,75.0,69.0,58.0,45.0,57.0,390.0,349.0,1200.167999999981,1,0,,,,
38,5,1,1,39,2,6,1,2,39,2,28.0,39.0,54.0,86.0,76.0,81.0,15.0,83.0,79.0,53.0,45.0,72.0,364.0,347.0,466.8646000000123,0,1,,,,
39,5,1,1,40,1,6,1,2,40,1,89.0,43.0,84.0,82.0,44.0,49.0,72.0,58.0,88.0,33.0,88.0,70.0,391.0,409.0,300.0420000000101,1,1,,,,
40,5,1,1,41,2,6,1,2,41,2,42.0,77.0,54.0,55.0,70.0,43.0,78.0,19.0,62.0,24.0,65.0,33.0,341.0,281.0,650.0909999999043,1,0,,,,
41,5,1,1,42,1,6,1,2,42,1,56.0,33.0,73.0,56.0,45.0,84.0,84.0,85.0,84.0,70.0,42.0,59.0,347.0,424.0,516.7390000000187,1,1,,,,
42,5,1,1,43,1,6,1,2,43,3,66.0,58.0,82.0,33.0,77.0,23.0,89.0,36.0,59.0,85.0,89.0,77.0,339.0,435.0,333.38000000001045,1,1,,,,
43,5,1,1,44,1,6,1,2,44,3,60.0,78.0,63.0,84.0,38.0,70.0,86.0,86.0,78.0,42.0,48.0,56.0,393.0,396.0,333.61760000001516,1,1,,,,
44,5,1,1,45,1,6,1,2,45,1,59.0,16.0,20.0,66.0,71.0,64.0,83.0,68.0,84.0,52.0,57.0,39.0,296.0,383.0,333.3799999999756,1,1,,,,
45,5,1,1,46,2,6,1,2,46,2,71.0,53.0,33.0,66.0,28.0,40.0,73.0,87.0,39.0,41.0,78.0,72.0,291.0,390.0,266.70400000000956,0,0,,,,
46,5,1,1,47,2,6,1,2,47,4,73.0,87.0,39.0,41.0,78.0,72.0,71.0,53.0,33.0,66.0,28.0,40.0,390.0,291.0,250.03500000000938,0,1,,,,
