,block_type,treatment,start_position,setup_a1,setup_a2,setup_a3,setup_a4,setup_a5,setup_a6,setup_b1,setup_b2,setup_b3,setup_b4,setup_b5,setup_b6,total_left,total_right,waiting_elapsed,side_chosen,choice_correct,choice_correct.1,bonus_block_type,bonus_trial_number_chosen,bonus_trial_correct,bonus_total,participant_ID,block_progressive_ID,trial_ID,trial_ID_block,block_order,block_stimuli,left-0-right
31,6,2,4,58.0,84.0,66.0,18.0,16.0,12.0,60.0,48.0,33.0,42.0,34.0,13.0,254.0,230.0,1266.84400000004,0,1,1,,,,,12,2,32,2,0,2,2
32,6,2,2,37.0,77.0,31.0,30.0,55.0,36.0,37.0,16.0,35.0,32.0,68.0,21.0,266.0,209.0,483.4010000000477,0,1,1,,,,,12,2,33,3,0,2,2
33,6,2,4,70.0,28.0,17.0,71.0,64.0,45.0,31.0,67.0,12.0,32.0,39.0,27.0,295.0,208.0,516.7390000000248,0,1,1,,,,,12,2,34,4,0,2,2
34,6,2,1,10.0,58.0,22.0,29.0,52.0,53.0,29.0,53.0,52.0,17.0,32.0,48.0,224.0,231.0,983.4709999998912,1,1,1,,,,,12,2,35,5,0,2,1
35,6,2,4,20.0,31.0,10.0,36.0,12.0,59.0,52.0,11.0,39.0,48.0,19.0,31.0,168.0,200.0,483.40099999996613,0,0,0,,,,,12,2,36,6,0,2,2
36,6,2,1,65.0,30.0,11.0,15.0,48.0,31.0,43.0,23.0,60.0,11.0,15.0,20.0,200.0,172.0,566.8762000000572,1,0,0,,,,,12,2,37,7,0,2,1
37,6,2,3,12.0,57.0,37.0,51.0,62.0,15.0,28.0,36.0,24.0,46.0,16.0,14.0,234.0,164.0,433.3940000000295,0,1,1,,,,,12,2,38,8,0,2,1
38,6,2,1,11.0,86.0,35.0,43.0,32.0,60.0,59.0,40.0,31.0,42.0,33.0,23.0,267.0,228.0,383.3870000000229,0,1,1,,,,,12,2,39,9,0,2,1
39,6,2,2,40.0,20.0,57.0,36.0,31.0,58.0,29.0,26.0,62.0,11.0,35.0,74.0,242.0,237.0,650.0910000000267,1,0,0,,,,,12,2,40,10,0,2,2
40,6,2,3,43.0,23.0,60.0,11.0,15.0,20.0,65.0,30.0,11.0,15.0,48.0,31.0,172.0,200.0,633.4219999999159,1,1,1,,,,,12,2,41,11,0,2,1
