,participant_ID,treatment,block_progressive_ID,trial_ID_in_block,left-0-right,block_type,block_order,block_stimuli,trial_ID,start_position,value_left_1,value_left_2,value_left_3,value_left_4,value_left_5,value_left_6,value_right_1,value_right_2,value_right_3,value_right_4,value_right_5,value_right_6,total_left,total_right,waiting_elapsed,side_chosen,choice_correct,bonus_block_type,bonus_trial_number_chosen,bonus_trial_correct,bonus_total
76,7,1,3,17,0,1,2,1,77,0,73.0,65.0,64.0,71.0,58.0,64.0,79.0,64.0,63.0,85.0,79.0,81.0,395.0,451.0,416.6430000002962,1,1,,,,
77,7,1,3,18,0,1,2,1,78,0,67.0,56.0,43.0,55.0,52.0,28.0,63.0,37.0,87.0,57.0,89.0,68.0,301.0,401.0,383.31439999993887,1,1,,,,
78,7,1,3,19,0,1,2,1,79,0,78.0,79.0,60.0,13.0,87.0,52.0,25.0,88.0,83.0,90.0,78.0,71.0,369.0,435.0,466.6466000005605,1,1,,,,
79,7,1,3,20,0,1,2,1,80,0,47.0,32.0,72.0,53.0,86.0,67.0,79.0,35.0,70.0,53.0,67.0,69.0,357.0,373.0,466.64690000060943,1,1,,,,
80,7,1,3,21,0,1,2,1,81,0,68.0,52.0,50.0,89.0,65.0,89.0,58.0,55.0,72.0,84.0,82.0,71.0,413.0,422.0,399.99790000002815,1,1,,,,
81,7,1,3,22,0,1,2,1,82,0,79.0,64.0,63.0,85.0,79.0,81.0,73.0,65.0,64.0,71.0,58.0,64.0,451.0,395.0,783.3211999997961,0,1,,,,
82,7,1,3,23,0,1,2,1,83,0,62.0,67.0,29.0,84.0,44.0,71.0,41.0,72.0,46.0,31.0,33.0,50.0,357.0,273.0,366.6609999999403,0,1,,,,
83,7,1,3,24,0,1,2,1,84,0,86.0,20.0,55.0,47.0,76.0,37.0,90.0,76.0,56.0,47.0,83.0,53.0,321.0,405.0,416.65990000041194,1,1,,,,
84,7,1,3,25,0,1,2,1,85,0,52.0,55.0,57.0,42.0,87.0,28.0,18.0,85.0,76.0,58.0,62.0,14.0,321.0,313.0,1116.6498999998437,1,0,,,,
85,7,1,3,26,0,1,2,1,86,0,67.0,68.0,72.0,25.0,47.0,90.0,78.0,87.0,48.0,53.0,19.0,36.0,369.0,321.0,366.6620000001975,0,1,,,,
86,7,1,3,27,0,1,2,1,87,0,80.0,32.0,53.0,27.0,83.0,90.0,38.0,67.0,88.0,57.0,63.0,62.0,365.0,375.0,383.3276000000071,0,0,,,,
87,7,1,3,28,0,1,2,1,88,0,45.0,56.0,80.0,74.0,55.0,87.0,72.0,18.0,76.0,82.0,75.0,77.0,397.0,400.0,416.6603000001516,0,0,,,,
88,7,1,3,29,0,1,2,1,89,0,61.0,73.0,84.0,85.0,63.0,68.0,23.0,84.0,68.0,82.0,90.0,76.0,434.0,423.0,416.6600999998858,1,0,,,,
