1,1,1,64,41,59,61,59,63,29,45,32,30,52,61,1,1,40,70,10,0.51584,1,0,0,0,1
1,2,1,60,20,52,67,57,64,37,62,52,57,66,56,1,1,40,70,10,0.59945,0,1,0,1,1
1,3,1,20,35,61,51,60,26,52,69,52,25,22,53,1,1,40,70,10,0.41478,1,0,0,0,0
1,4,1,61,59,69,64,49,27,33,53,58,50,65,32,1,1,40,70,10,0.31588,1,0,0,1,1
1,5,1,64,48,49,58,49,70,25,54,59,42,17,35,1,1,40,70,10,0.449,0,1,0,0,0
1,6,1,52,69,24,41,54,49,45,68,62,49,68,69,1,1,40,70,10,0.31589,0,1,0,0,1
1,7,1,54,59,31,35,55,59,60,35,70,21,66,36,1,1,40,70,10,0.34901,0,1,0,1,0
1,8,1,34,58,36,52,56,47,65,47,49,31,39,56,1,1,40,70,10,0.36492,1,0,0,1,0
1,9,1,41,69,45,30,66,41,64,61,56,67,64,56,1,1,40,70,10,0.34803,0,1,0,1,1
1,10,1,34,49,56,60,58,26,35,28,51,60,21,44,1,1,40,70,10,0.33245,1,0,0,0,1
1,11,1,64,69,44,57,49,41,61,54,30,63,28,34,1,1,40,70,10,0.33223,1,0,0,1,1
1,12,1,51,53,58,39,42,60,66,68,69,59,59,26,1,1,40,70,10,0.7155,1,0,0,1,0
1,13,1,65,63,15,47,12,49,45,59,57,67,51,51,1,1,40,70,10,0.34869,0,1,0,1,1
1,14,1,51,35,51,45,36,40,21,61,33,57,62,67,1,1,40,70,10,3.5993,1,0,0,0,0
1,15,1,42,56,54,58,59,68,28,60,49,58,58,37,1,1,40,70,10,0.36546,1,0,0,1,1
1,16,1,57,51,63,59,65,40,50,59,46,49,65,57,1,1,40,70,10,0.4154,1,0,0,1,1
1,17,1,41,31,58,58,58,61,44,68,52,54,54,53,1,1,40,70,10,0.46529,1,0,0,1,0
1,18,1,30,48,46,58,68,36,25,50,62,63,69,32,1,1,40,70,10,0.33195,0,1,0,1,1
1,19,1,54,52,59,53,33,41,66,48,62,45,56,23,1,1,40,70,10,0.69911,0,1,0,1,1
1,20,1,60,61,60,50,45,41,46,48,60,18,49,37,1,1,40,70,10,0.3488,1,0,0,1,1
1,21,1,48,48,62,38,68,59,63,64,47,63,44,50,1,1,40,70,10,0.69856,0,1,0,0,1
1,22,1,66,53,56,37,62,63,70,66,34,48,65,44,1,1,40,70,10,0.81578,0,1,0,1,0
1,23,1,32,52,52,24,55,60,59,36,33,65,68,56,1,1,40,70,10,0.96566,0,1,0,0,1
1,24,1,11,57,54,64,52,55,66,70,52,39,67,65,1,1,40,70,10,0.36574,0,1,0,1,1
1,25,1,59,57,61,69,56,56,27,59,67,63,68,18,1,1,40,70,10,0.43229,1,0,0,0,1
1,26,1,65,55,21,46,52,31,37,58,57,23,36,37,1,1,40,70,10,0.38191,1,0,0,1,1
1,27,1,58,54,52,50,52,66,42,60,54,31,65,41,1,1,40,70,10,1.382,1,0,0,0,1
1,28,1,49,68,30,34,55,68,37,27,33,57,24,61,1,1,40,70,10,0.39871,1,0,0,1,1
1,29,1,68,66,53,48,21,43,70,63,35,32,68,43,1,1,40,70,10,0.88197,0,1,0,1,1
1,30,1,20,55,45,24,59,67,65,65,50,35,45,31,1,1,40,70,10,0.44841,1,0,0,1,0
1,31,1,70,49,62,29,46,53,42,51,64,35,24,45,1,1,40,70,10,0.2987,1,0,0,1,1
1,32,1,59,67,62,55,56,32,51,29,61,36,43,38,1,1,40,70,10,0.39883,1,0,0,1,1
1,33,1,24,17,37,43,29,45,50,67,28,51,70,43,1,1,40,70,10,0.38229,0,1,0,1,1
1,34,1,53,58,27,67,30,45,62,28,63,54,65,43,1,1,40,70,10,1.0483,1,0,0,1,0
1,35,1,59,54,60,42,55,25,57,61,63,60,48,63,1,1,40,70,10,0.43179,0,1,0,1,1
1,36,1,29,54,67,61,26,64,31,52,64,24,28,68,1,1,40,70,10,0.48159,1,0,0,1,1
1,37,1,30,58,59,56,39,69,31,44,62,62,61,66,1,1,40,70,10,0.36563,0,1,0,0,1
1,38,1,60,63,37,63,47,39,56,46,28,37,55,58,1,1,40,70,10,0.3821,1,0,0,1,1
1,39,1,29,39,28,29,63,57,43,54,48,30,42,69,1,1,40,70,10,0.43208,0,1,0,0,1
1,40,1,49,30,36,64,63,41,59,68,41,52,48,22,1,1,40,70,10,2.0823,0,1,0,1,1
1,41,1,57,44,60,32,15,59,25,63,31,28,49,61,1,1,40,70,10,0.44888,0,1,0,1,0
1,42,1,31,29,35,44,38,67,32,33,37,44,40,60,1,1,40,70,10,0.682,1,0,0,1,0
1,43,1,27,60,44,57,35,48,67,55,34,70,40,26,1,1,40,70,10,0.53222,1,0,0,0,0
1,44,1,48,34,34,66,60,54,57,47,62,46,43,65,1,1,40,70,10,0.4654,0,1,0,1,1
1,45,1,50,46,62,49,19,44,49,55,49,31,42,59,1,1,40,70,10,0.29902,0,1,0,0,1
1,46,1,39,62,62,60,38,64,62,62,30,51,29,35,1,1,40,70,10,0.3991,1,0,0,0,1
1,47,1,53,34,54,21,62,53,60,69,59,64,31,44,1,1,40,70,10,0.48151,0,1,0,1,1
1,48,1,36,19,59,34,63,50,40,68,68,68,56,40,1,1,40,70,10,0.9656,0,1,0,1,1
1,49,1,63,61,49,64,64,65,59,58,48,44,63,53,1,1,40,70,10,0.53181,1,0,0,0,1
1,50,1,25,58,70,58,47,20,66,46,38,57,33,49,1,1,40,70,10,4.0323,1,0,0,0,0
1,51,1,65,55,69,68,47,58,61,35,41,38,28,35,1,1,40,70,10,0.39901,1,0,0,0,1
1,52,1,59,58,67,62,47,56,47,19,64,64,57,54,1,1,40,70,10,0.4152,1,0,0,1,1
1,53,1,39,70,54,64,26,18,64,20,28,70,68,60,1,1,40,70,10,1.5823,0,1,0,1,1
1,54,1,67,32,36,30,68,48,57,38,22,57,46,70,1,1,40,70,10,0.46521,0,1,0,1,1
1,55,1,63,59,43,54,57,56,45,40,59,48,62,55,1,1,40,70,10,0.66537,1,0,0,1,1
1,56,1,61,46,45,50,38,43,70,69,66,49,31,61,1,1,40,70,10,0.43221,0,1,0,0,1
1,57,1,65,63,47,61,41,51,68,22,60,38,59,57,1,1,40,70,10,0.43255,0,1,0,1,0
1,58,1,63,30,29,36,29,55,68,36,52,67,23,63,1,1,40,70,10,0.34831,0,1,0,1,1
1,59,1,38,67,29,24,49,64,53,58,48,52,70,52,1,1,40,70,10,0.53308,0,1,0,1,1
1,60,1,68,61,45,31,58,48,67,57,68,61,65,62,1,1,40,70,10,0.53232,0,1,0,1,1
1,61,1,69,44,46,49,60,44,54,57,62,52,69,65,1,1,40,70,10,0.46557,0,1,0,0,1
1,62,1,46,42,61,56,23,50,59,39,57,59,45,39,1,1,40,70,10,0.49801,0,1,0,0,1
1,63,1,61,65,56,64,52,46,32,32,46,53,66,50,1,1,40,70,10,0.44893,1,0,0,1,1
1,64,1,36,56,46,64,27,58,59,59,57,18,69,39,1,1,40,70,10,2.3487,0,1,0,1,1
1,65,1,40,33,31,28,48,45,45,45,66,68,23,61,1,1,40,70,10,0.81544,0,1,0,0,1
1,66,1,67,43,37,61,56,68,24,23,61,66,26,64,1,1,40,70,10,0.66555,1,0,0,0,1
1,67,1,61,49,55,62,58,32,65,51,41,53,43,51,1,1,40,70,10,0.46542,1,0,0,0,1
1,68,1,59,19,43,69,64,56,32,55,68,42,67,66,1,1,40,70,10,0.4485,1,0,0,1,0
1,69,1,56,50,53,68,65,56,20,58,47,65,47,66,1,1,40,70,10,0.38263,0,1,0,0,0
1,70,1,59,48,68,52,49,70,26,59,64,62,69,66,1,1,40,70,10,0.88291,0,1,0,1,1
1,71,1,63,67,56,67,37,62,66,55,33,50,67,66,1,1,40,70,10,0.59897,0,1,0,0,0
1,72,1,31,41,42,65,52,65,48,61,67,47,60,57,1,1,40,70,10,1.0149,1,0,0,1,0
1,73,1,61,61,59,50,64,40,66,18,50,31,44,45,1,1,40,70,10,0.38219,1,0,0,1,1
1,74,1,48,53,69,48,32,27,48,59,61,65,25,34,1,1,40,70,10,0.49966,1,0,0,1,0
1,75,1,54,33,66,55,55,45,29,58,69,70,53,49,1,1,40,70,10,0.34873,0,1,0,1,1
1,76,1,25,65,57,66,36,67,50,48,64,68,41,56,1,1,40,70,10,0.5989,0,1,0,1,1
1,77,1,54,50,69,60,45,55,37,49,57,61,53,34,1,1,40,70,10,0.36579,1,0,0,0,1
1,78,1,65,46,47,61,60,63,61,50,63,49,68,60,1,1,40,70,10,1.0656,0,1,0,1,1
1,79,1,51,39,18,27,52,55,23,65,66,59,38,31,1,1,40,70,10,0.36535,0,1,0,0,1
1,80,1,24,18,65,53,29,30,33,50,57,66,67,53,1,1,40,70,10,0.33241,0,1,0,0,1
1,81,1,63,67,53,29,56,27,65,70,41,53,62,59,1,1,40,70,10,0.34869,0,1,0,1,1
1,82,1,56,68,50,54,59,39,50,59,65,55,46,56,1,1,40,70,10,0.41531,1,0,0,0,0
1,83,1,50,48,48,46,41,49,43,65,47,32,28,40,1,1,40,70,10,0.81591,1,0,0,1,1
1,84,1,52,40,26,13,12,33,60,63,48,38,36,41,1,1,40,70,10,0.34862,0,1,0,1,1
1,85,1,67,38,47,41,50,20,68,52,53,26,35,69,1,1,40,70,10,0.44914,0,1,0,0,1
1,86,1,15,60,55,63,47,66,59,58,38,39,67,48,1,1,40,70,10,0.86531,1,0,0,0,0
1,87,1,67,45,50,21,61,45,56,65,67,54,35,36,1,1,40,70,10,0.41635,1,0,0,1,0
1,88,1,23,41,40,69,64,35,55,39,34,68,61,46,1,1,40,70,10,0.58234,0,1,0,1,1
1,89,1,60,54,42,62,56,58,57,50,52,62,62,31,1,1,40,70,10,0.31542,0,1,0,1,0
1,90,1,33,59,60,16,42,67,37,49,40,54,68,48,1,1,40,70,10,0.38129,1,0,0,0,0
1,91,1,69,50,60,58,47,30,24,56,61,61,56,24,1,1,40,70,10,0.36544,0,1,0,0,0
1,92,1,69,36,68,41,48,32,36,45,48,33,47,50,1,1,40,70,10,0.44925,1,0,0,1,1
1,93,1,55,39,55,52,38,69,63,50,25,58,65,65,1,1,40,70,10,0.48161,0,1,0,1,1
1,94,1,39,57,35,40,67,61,69,56,28,66,60,39,1,1,40,70,10,0.46534,0,1,0,0,1
1,95,1,70,44,25,55,65,63,28,53,61,54,66,44,1,1,40,70,10,0.49869,1,0,0,0,1
1,96,1,30,53,61,42,67,40,41,69,44,65,58,28,1,1,40,70,10,0.53229,0,1,0,0,1
1,97,1,25,42,36,48,59,44,56,65,50,65,37,32,1,1,40,70,10,0.39898,1,0,0,1,0
1,98,1,33,67,21,64,47,46,51,55,24,50,63,54,1,1,40,70,10,0.38222,1,0,0,0,0
1,99,1,58,27,49,41,70,63,69,56,43,62,36,37,1,1,40,70,10,0.24881,1,0,0,0,1
1,100,1,61,64,26,67,49,22,52,46,56,36,62,68,1,1,40,70,10,0.34919,0,1,0,1,1
1,101,1,52,70,69,48,52,48,53,65,59,68,39,60,1,1,40,70,10,0.63174,1,0,0,0,0
1,102,1,69,69,24,56,67,49,54,30,43,54,54,54,1,1,40,70,10,0.41491,0,1,0,1,0
