1,1,0,10,70,42,1,0,1.8792
1,2,0,10,70,38,1,0,1.5477
1,3,0,10,70,48,0,1,1.5144
1,4,0,10,70,26,1,0,2.3476
1,5,0,10,70,43,0,1,1.5977
1,6,0,10,70,48,0,1,2.0645
1,7,0,10,70,28,1,0,1.331
1,8,0,10,70,39,0,1,2.2977
1,9,0,10,70,26,1,0,1.4812
1,10,0,10,70,50,0,1,1.464
1,11,0,10,70,33,1,0,3.4144
1,12,0,10,70,50,0,1,1.4309
1,13,0,10,70,53,0,1,2.1822
1,14,0,10,70,33,1,0,2.2476
1,15,0,10,70,25,1,0,1.0811
1,16,0,10,70,32,1,0,1.5309
1,17,0,10,70,33,1,0,1.3315
1,18,0,10,70,28,1,0,0.99748
1,19,0,10,70,47,0,1,1.0644
1,20,0,10,70,41,1,0,1.3645
1,21,0,10,70,30,1,0,1.2308
1,22,0,10,70,47,0,1,0.89779
1,23,0,10,70,31,1,0,0.98105
1,24,0,10,70,36,1,0,0.88101
1,25,0,10,70,37,1,0,1.2146
1,26,0,10,70,50,0,1,1.9473
1,27,0,10,70,38,1,0,1.9477
1,28,0,10,70,45,0,1,0.91405
1,29,0,10,70,52,0,1,1.1156
1,30,0,10,70,36,1,0,0.7976
1,31,0,10,70,51,0,1,0.99763
1,32,0,10,70,53,0,1,0.7316
1,33,0,10,70,53,0,1,2.2642
1,34,0,10,70,52,0,1,0.83204
1,35,0,10,70,47,0,1,0.73116
1,36,0,10,70,30,1,0,2.1313
1,37,0,10,70,25,1,0,0.86464
1,38,0,10,70,49,0,1,2.4308
1,39,0,10,70,43,1,0,4.6981
1,40,0,10,70,46,0,1,1.2643
1,41,0,10,70,50,0,1,0.66405
1,42,0,10,70,43,0,1,0.76425
1,43,0,10,70,34,1,0,1.0485
1,44,0,10,70,41,0,1,0.78109
1,45,0,10,70,47,0,1,0.8479
1,46,0,10,70,31,1,0,0.78071
1,47,0,10,70,52,0,1,0.9645
1,48,0,10,70,34,1,0,0.89759
1,49,0,10,70,53,0,1,0.71469
1,50,0,10,70,36,1,0,2.1979
1,51,0,10,70,37,1,0,3.2327
1,52,0,10,70,55,0,1,1.2307
1,53,0,10,70,34,1,0,0.94768
1,54,0,10,70,46,0,1,0.89945
1,55,0,10,70,35,1,0,1.0317
1,56,0,10,70,49,0,1,1.0473
1,57,0,10,70,42,1,0,2.0474
1,58,0,10,70,49,0,1,1.798
1,59,0,10,70,38,1,0,2.281
1,60,0,10,70,44,1,0,1.7973
1,61,0,10,70,29,1,0,1.464
1,62,0,10,70,27,1,0,0.73063
1,63,0,10,70,51,0,1,0.73076
1,64,0,10,70,46,0,1,0.96414
1,65,0,10,70,35,1,0,2.331
1,66,0,10,70,31,1,0,1.0638
1,67,0,10,70,40,1,0,1.4483
1,68,0,10,70,54,0,1,0.86458
1,69,0,10,70,41,1,0,1.5976
1,70,0,10,70,33,1,0,0.6473
1,71,0,10,70,26,1,0,0.5979
1,72,0,10,70,29,1,0,0.78178
1,73,0,10,70,51,0,1,0.83118
1,74,0,10,70,44,0,1,2.1978
1,75,0,10,70,29,1,0,3.1811
1,76,0,10,70,45,0,1,1.8313
1,77,0,10,70,48,0,1,1.4975
1,78,0,10,70,40,1,0,2.3311
1,79,0,10,70,28,1,0,2.2311
1,80,0,10,70,42,0,1,2.4314
1,81,0,10,70,37,1,0,1.6478
1,82,0,10,70,30,1,0,1.748
1,83,0,10,70,54,0,1,0.6809
1,84,0,10,70,35,1,0,0.84763
1,85,0,10,70,27,1,0,0.89921
1,86,0,10,70,40,1,0,2.1977
1,87,0,10,70,43,1,0,1.5641
1,88,0,10,70,54,0,1,0.73078
