1,1,3,51,58,54,49,42,68,41,55,48,32,15,57,1,0,56,70,10,0.19886,1,0,0,1,1
1,2,3,55,53,32,58,44,33,56,56,62,46,41,45,1,0,54,70,10,0.24827,0,1,0,1,1
1,3,3,52,48,61,55,58,43,31,28,45,59,60,28,0,1,29,70,10,0.41499,1,0,0,1,1
1,4,3,43,44,56,41,62,65,61,46,67,68,14,60,1,0,48,70,10,0.69854,0,1,0,1,1
1,5,3,27,59,48,46,20,60,51,55,68,68,50,60,0,1,26.5,70,10,0.26627,0,1,0,1,1
1,6,3,64,55,56,65,30,18,45,65,53,60,53,50,0,1,29,70,10,0.23208,0,1,0,1,1
1,7,3,35,37,49,29,39,55,46,29,42,52,45,54,1,0,49,70,10,0.19916,0,1,0,1,1
1,8,3,42,31,62,61,41,25,35,18,53,62,36,49,0,1,24.5,70,10,0.41547,1,0,0,0,1
1,9,3,23,42,50,47,67,69,56,54,31,62,60,31,1,0,48,70,10,0.39884,0,1,0,1,0
1,10,3,37,45,47,52,45,31,48,46,30,64,52,56,0,1,30,70,10,0.19849,0,1,0,1,1
1,11,3,45,39,41,54,68,69,51,63,53,66,23,58,1,0,51.5,70,10,0.36573,0,1,0,1,0
1,12,3,49,67,69,54,64,62,62,58,62,65,32,57,0,1,30,70,10,0.29861,1,0,0,0,1
1,13,3,29,48,67,59,38,50,68,54,45,61,55,57,0,1,31.5,70,10,0.21548,0,1,0,1,1
1,14,3,66,64,53,58,66,29,68,69,30,36,68,43,1,0,51.5,70,10,0.31642,1,0,0,1,1
1,15,3,20,55,27,36,68,69,55,62,63,54,70,43,1,0,47.5,70,10,0.36595,0,1,0,1,1
1,16,3,59,56,65,60,22,31,29,69,62,40,51,34,1,0,51,70,10,0.69856,0,1,0,0,0
1,17,3,42,68,63,66,69,61,54,34,29,53,62,13,1,0,51.5,70,10,0.26549,1,0,0,1,1
1,18,3,61,45,59,59,47,53,64,32,65,32,59,69,1,0,49,70,10,0.38191,1,0,0,0,1
1,19,3,32,62,47,43,51,47,27,47,43,41,70,68,0,1,28.5,70,10,0.31557,1,0,0,0,0
1,20,3,66,30,59,19,68,66,57,50,24,42,53,47,1,0,55.5,70,10,0.23199,1,0,0,1,1
1,21,3,29,60,12,44,36,56,38,46,47,48,37,56,1,0,50,70,10,0.61549,1,0,0,0,0
1,22,3,37,62,68,24,42,69,53,33,49,59,63,60,0,1,28.5,70,10,0.18219,0,1,0,1,1
1,23,3,54,42,35,59,55,58,16,56,35,55,69,44,1,0,50.5,70,10,0.19884,1,0,0,0,1
1,24,3,65,62,59,42,45,50,45,68,52,56,69,69,1,0,53,70,10,0.23208,0,1,0,0,1
1,25,3,68,34,51,53,54,46,65,65,43,65,41,36,1,0,53.5,70,10,0.54864,0,1,0,1,1
1,26,3,47,43,42,54,53,61,16,65,63,34,42,61,0,1,30,70,10,0.29943,1,0,0,1,1
1,27,3,41,64,42,40,26,70,58,59,33,60,52,67,1,0,54,70,10,0.23134,0,1,0,0,1
1,28,3,60,42,57,18,70,58,59,56,64,38,64,60,0,1,27.5,70,10,0.51562,0,1,0,1,1
1,29,3,20,54,36,69,57,51,54,66,68,45,54,46,0,1,31,70,10,0.26552,0,1,0,1,1
1,30,3,39,60,65,65,59,49,52,32,68,52,51,21,1,0,53,70,10,0.34871,1,0,0,1,1
1,31,3,47,70,17,52,64,70,54,67,63,47,66,37,0,1,30.5,70,10,0.3493,0,1,0,1,1
1,32,3,64,49,59,43,61,60,46,28,61,45,70,28,0,1,31.5,70,10,0.31525,1,0,0,0,1
1,33,3,33,70,68,37,46,67,41,63,45,59,50,65,0,1,31.5,70,10,0.18189,0,1,0,0,1
1,34,3,42,19,60,52,47,61,43,67,39,63,38,63,0,1,31,70,10,0.19875,0,1,0,0,1
1,35,3,53,12,35,33,18,23,44,56,36,53,51,50,0,1,28.5,70,10,0.18191,0,1,0,0,1
1,36,3,28,40,48,48,54,59,39,46,30,59,46,59,1,0,50,70,10,0.23246,1,0,0,0,0
1,37,3,55,62,60,55,48,68,56,40,43,58,40,50,1,0,47.5,70,10,0.36547,1,0,0,0,1
1,38,3,50,60,47,67,58,30,35,68,58,52,51,30,0,1,29.5,70,10,0.78191,1,0,0,1,1
1,39,3,58,25,68,35,65,53,68,43,16,62,57,68,1,0,56.5,70,10,0.61564,1,0,0,0,0
1,40,3,66,69,42,64,21,54,69,68,25,35,63,45,0,1,28,70,10,0.33239,1,0,0,0,1
1,41,3,49,36,37,68,65,35,54,39,41,58,47,62,0,1,30,70,10,1.6322,0,1,0,1,1
1,42,3,70,34,49,32,54,56,69,68,38,41,27,20,0,1,26.5,70,10,0.58155,1,0,0,1,1
1,43,3,43,59,32,43,58,69,49,47,29,64,37,50,1,0,52,70,10,0.28221,1,0,0,1,1
1,44,3,15,50,66,42,41,46,63,42,59,58,35,54,0,1,25.5,70,10,0.24894,0,1,0,0,1
1,45,3,13,67,30,31,46,25,31,59,69,52,51,44,0,1,28.5,70,10,0.31522,0,1,0,1,1
1,46,3,21,46,69,60,30,51,67,59,28,49,52,66,1,0,50.5,70,10,0.26578,0,1,0,1,1
1,47,3,58,66,49,68,52,68,67,45,64,66,56,34,0,1,31,70,10,0.34902,1,0,0,1,1
1,48,3,26,55,48,49,29,57,42,57,41,47,32,59,1,0,52,70,10,0.28222,0,1,0,1,1
1,49,3,35,39,55,63,30,26,23,46,55,56,58,46,0,1,31.5,70,10,0.43291,0,1,0,0,1
1,50,3,62,39,32,38,42,63,39,17,37,67,29,59,1,0,53,70,10,0.2322,1,0,0,1,1
1,51,3,39,46,59,16,39,62,43,38,61,46,68,47,1,0,53.5,70,10,0.38187,0,1,0,0,1
1,52,3,69,54,66,51,62,64,63,28,40,45,64,66,0,1,32.5,70,10,0.26557,1,0,0,1,1
1,53,3,45,46,41,33,56,25,56,37,29,44,34,15,1,0,52,70,10,0.21568,1,0,0,0,1
1,54,3,61,31,33,32,36,22,34,60,24,17,26,43,0,1,28,70,10,0.31546,1,0,0,0,1
1,55,3,50,63,28,42,49,60,33,62,51,48,66,17,1,0,52.5,70,10,0.23196,1,0,0,1,1
1,56,3,68,50,61,63,23,51,45,29,61,68,64,42,0,1,29.5,70,10,0.28249,1,0,0,0,1
