block_type,treatment,start_position,setup_a1,setup_a2,setup_a3,setup_a4,setup_a5,setup_a6,setup_b1,setup_b2,setup_b3,setup_b4,setup_b5,setup_b6,total_left,total_right,waiting_elapsed,side_chosen,choice_correct,choice_correct,bonus_block_type,bonus_trial_number_chosen,bonus_trial_correct,bonus_total
seq-numbers,up,b_on_right,71,79,72,67,65,15,90,87,63,36,39,79,369,394,316.8059999999823,left,false,false,,,,
seq-numbers,up,b_on_right,70,81,66,81,77,65,50,69,67,73,44,62,440,365,767.0039999999572,right,false,false,,,,
seq-numbers,up,a_on_left,87,82,59,32,48,84,67,67,50,55,63,81,392,383,566.9159999999683,right,false,false,,,,
seq-numbers,up,b_on_right,62,53,75,88,52,77,51,73,78,36,55,57,407,350,333.4799999999814,left,true,true,,,,
seq-numbers,up,a_on_left,80,33,65,70,67,44,32,86,77,82,64,16,359,357,266.78400000004336,left,true,true,,,,
seq-numbers,up,a_on_left,64,89,31,78,45,50,85,53,54,38,73,70,357,373,200.08799999998882,right,true,true,,,,
seq-numbers,up,b_on_left,38,46,74,60,49,61,29,66,79,85,88,54,401,328,300.13199999998324,left,true,true,,,,
seq-numbers,up,a_on_right,66,48,80,70,79,73,82,57,89,50,85,17,380,416,266.7839999999851,right,true,true,,,,
seq-numbers,up,b_on_left,65,78,28,67,52,56,79,69,53,58,75,90,424,346,516.8939999999711,left,true,true,,,,
seq-numbers,up,a_on_right,79,28,68,31,36,67,50,32,39,60,73,64,318,309,366.8279999999795,right,false,false,,,,
seq-numbers,up,b_on_left,67,88,59,68,86,86,81,70,57,51,49,55,363,454,817.0259999999544,right,true,true,,,,
seq-numbers,up,b_on_right,56,84,90,82,89,44,79,18,74,47,56,50,445,324,300.13199999998324,left,true,true,,,,
seq-numbers,up,a_on_left,75,81,78,42,25,58,51,65,90,70,84,89,359,449,316.8059999999823,right,true,true,,,,
seq-numbers,up,b_on_right,52,83,73,54,49,85,50,66,63,75,46,79,396,379,233.43599999998696,left,true,true,,,,
seq-numbers,up,b_on_left,88,73,31,55,84,68,82,80,72,76,82,12,404,399,283.45799999998417,right,false,false,,,,
seq-numbers,up,b_on_left,36,46,78,73,80,27,48,78,87,64,75,43,395,340,233.43599999998696,left,true,true,,,,
seq-numbers,up,b_on_left,78,63,54,85,76,78,63,72,89,87,38,77,426,434,366.8279999999795,right,true,true,,,,
seq-numbers,up,a_on_right,52,71,62,42,65,41,65,76,19,62,12,78,312,333,283.45799999998417,right,true,true,,,,
seq-numbers,up,a_on_left,89,55,76,88,89,34,58,65,85,80,80,42,431,410,200.08799999998882,left,true,true,,,,
seq-numbers,up,a_on_left,67,48,66,61,37,75,90,64,80,84,79,49,354,446,416.8499999999767,right,true,true,,,,
sim-numbers,up,0,75,90,85,68,34,59,65,26,77,82,26,38,411,314,366.8280000000726,left,true,true,,,,
sim-numbers,up,0,80,83,68,67,51,58,44,52,81,38,56,60,407,331,350.15399999998044,left,true,true,,,,
sim-numbers,up,0,31,55,71,41,32,85,66,74,44,68,69,40,315,361,466.8720000000438,right,true,true,,,,
sim-numbers,up,0,51,33,41,89,89,32,23,55,72,72,56,70,335,348,350.15399999998044,left,false,false,,,,
sim-numbers,up,0,56,87,17,57,71,56,82,89,58,75,80,60,344,444,350.15399999998044,right,true,true,,,,
sim-numbers,up,0,66,27,28,89,69,72,85,69,18,86,90,68,351,416,366.8279999999795,right,true,true,,,,
sim-numbers,up,0,48,38,72,60,76,79,85,71,76,39,74,57,373,402,333.4799999999814,left,false,false,,,,
sim-numbers,up,0,76,51,88,67,81,48,90,86,41,90,75,42,411,424,366.8280000000844,right,true,true,,,,
sim-numbers,up,0,87,67,77,74,65,60,80,63,82,42,82,55,430,404,550.2419999999693,right,false,false,,,,
sim-numbers,up,0,55,75,22,36,58,59,36,73,53,83,55,49,305,349,533.5679999999818,right,true,true,,,,
sim-numbers,up,0,79,34,61,48,28,77,51,32,73,39,67,76,327,338,700.3079999999609,right,true,true,,,,
sim-numbers,up,0,82,89,58,75,80,60,56,87,17,57,71,56,444,344,366.82800000010764,left,true,true,,,,
sim-numbers,up,0,54,52,50,87,52,80,45,62,79,71,54,59,375,370,383.5019999999786,left,true,true,,,,
sim-numbers,up,0,88,78,78,54,36,79,52,75,38,27,77,43,413,312,416.8499999999767,left,true,true,,,,
sim-numbers,up,0,72,27,89,89,83,56,60,48,69,54,34,88,416,353,366.8280000000611,right,false,false,,,,
sim-numbers,up,0,48,85,75,67,73,62,71,62,82,67,71,72,410,425,466.8719999999739,right,true,true,,,,
sim-numbers,up,0,56,86,75,52,19,57,82,76,66,60,78,82,345,444,350.15399999998044,right,true,true,,,,
sim-numbers,up,0,47,79,78,87,53,81,90,47,84,84,87,90,425,482,483.5460000000778,right,true,true,,,,
