block_type,treatment,start_position,setup_a1,setup_a2,setup_a3,setup_a4,setup_a5,setup_a6,setup_b1,setup_b2,setup_b3,setup_b4,setup_b5,setup_b6,total_left,total_right,waiting_elapsed,side_chosen,choice_correct,choice_correct,bonus_block_type,bonus_trial_number_chosen,bonus_trial_correct,bonus_total
alt-bars,down,a_on_right,71,12,30,27,21,58,27,11,21,40,76,33,181,246,567.0259999999195,right,true,true,,,,
alt-bars,down,b_on_left,44,22,39,66,18,27,25,16,70,60,11,24,207,215,399.9995999998996,right,true,true,,,,
alt-bars,down,a_on_left,13,52,34,24,35,34,22,28,12,65,27,26,143,229,466.7889999999665,right,true,true,,,,
alt-bars,down,b_on_right,71,12,30,27,21,58,27,11,21,40,76,33,181,246,450.01989999999057,right,true,true,,,,
alt-bars,down,a_on_left,22,47,81,39,27,31,18,21,18,58,18,28,184,224,483.42420000015994,left,false,false,,,,
alt-bars,down,b_on_right,18,41,54,25,15,12,24,11,58,11,34,34,134,203,399.9175000001094,right,true,true,,,,
alt-bars,down,a_on_left,10,10,26,22,56,60,34,10,37,10,28,32,191,144,516.7691999998176,left,true,true,,,,
alt-bars,down,a_on_right,20,27,48,51,70,67,25,17,20,12,36,17,191,219,299.71509999992554,right,true,true,,,,
alt-bars,down,a_on_right,26,29,10,20,15,20,35,26,29,49,68,66,210,183,1350.1240000002206,left,true,true,,,,
alt-bars,down,b_on_left,49,41,55,41,64,30,15,72,41,63,23,25,247,272,333.35360000000804,left,false,false,,,,
alt-bars,down,a_on_right,29,69,40,30,47,11,72,26,43,46,48,40,222,279,399.97519999988145,right,true,true,,,,
alt-bars,down,a_on_right,19,23,15,53,72,16,74,13,40,10,60,56,171,280,432.76629999999415,right,true,true,,,,
alt-bars,down,a_on_left,56,65,32,26,37,35,38,52,31,24,26,38,220,240,483.2842999999062,right,true,true,,,,
alt-bars,down,a_on_left,33,16,37,70,74,36,24,27,16,14,39,31,223,194,366.83099999997063,left,true,true,,,,
alt-bars,down,b_on_right,21,43,11,32,57,16,28,14,37,14,27,35,154,181,383.41549999995624,left,false,false,,,,
alt-bars,down,a_on_left,46,19,30,40,18,15,61,21,54,20,22,18,231,133,449.95879999994065,left,true,true,,,,
alt-bars,down,b_on_left,13,15,18,82,68,59,81,61,21,13,15,31,216,261,400.1723000001862,right,true,true,,,,
alt-bars,down,b_on_left,25,20,54,59,35,79,25,59,14,15,47,39,200,271,400.263599999994,right,true,true,,,,
seq-numbers,down,b_on_right,14,41,49,34,35,64,69,58,25,46,55,55,237,308,449.8948000001721,right,true,true,,,,
seq-numbers,down,a_on_left,35,23,29,20,26,23,19,30,31,64,21,18,156,183,200.08939999996215,right,true,true,,,,
seq-numbers,down,a_on_right,17,24,65,14,63,21,32,36,45,25,44,74,256,204,650.0909999997818,right,false,false,,,,
seq-numbers,down,b_on_right,19,48,24,56,23,38,28,37,24,12,12,12,208,125,200.0142999998992,left,true,true,,,,
seq-numbers,down,b_on_right,22,36,34,31,45,34,65,59,25,19,27,42,202,237,316.63210000002294,right,true,true,,,,
seq-numbers,down,b_on_left,31,32,23,14,85,52,54,41,49,17,66,11,238,237,316.7646000002045,right,false,false,,,,
seq-numbers,down,a_on_right,62,20,35,13,11,22,15,14,23,21,43,38,154,163,316.4602000001352,right,true,true,,,,
seq-numbers,down,b_on_left,35,23,29,20,26,23,19,30,31,64,21,18,183,156,350.13679999988534,left,true,true,,,,
seq-numbers,down,a_on_right,54,26,21,48,55,36,29,75,27,40,20,52,243,240,216.4819999999599,left,true,true,,,,
seq-numbers,down,a_on_right,45,17,45,22,53,61,83,10,34,40,40,13,220,243,433.5681999997934,left,false,false,,,,
seq-numbers,down,b_on_right,44,48,51,76,14,54,19,54,12,28,49,71,287,233,366.6416999999201,left,true,true,,,,
seq-numbers,down,b_on_left,37,49,19,16,19,40,32,60,15,27,16,53,203,180,300.2660000000614,left,true,true,,,,
seq-numbers,down,b_on_left,54,40,26,61,72,45,24,11,10,33,12,14,104,298,216.59920000005513,right,true,true,,,,
seq-numbers,down,b_on_right,42,39,57,72,34,13,23,44,18,30,15,44,257,174,216.64360000011513,left,true,true,,,,
seq-numbers,down,a_on_right,24,10,56,43,35,38,10,34,46,22,37,28,177,206,499.9448000002652,right,true,true,,,,
seq-numbers,down,a_on_right,48,12,53,21,28,24,12,12,36,57,22,44,183,186,349.700800000201,left,false,false,,,,
seq-numbers,down,a_on_left,25,42,31,68,10,48,31,24,33,19,29,27,224,163,216.74679999994112,left,true,true,,,,
seq-numbers,down,a_on_left,54,40,26,61,72,45,24,11,10,33,12,14,298,104,333.2111000001198,left,true,true,,,,
seq-numbers,down,b_on_right,22,60,56,20,55,10,65,43,53,25,36,50,223,272,349.94920000010165,right,true,true,,,,
seq-numbers,down,b_on_left,55,19,35,12,45,55,57,43,38,16,24,42,220,221,333.3462000001221,right,true,true,,,,
seq-numbers,down,a_on_right,27,19,57,14,28,50,73,14,18,12,18,41,176,195,366.44050000007275,right,true,true,,,,
seq-numbers,down,a_on_left,18,42,20,26,69,10,26,32,16,38,23,42,185,177,283.46820000009615,left,true,true,,,,
seq-numbers,down,a_on_left,20,72,73,18,22,66,17,12,56,19,10,10,271,124,216.6470999998739,left,true,true,,,,
seq-numbers,down,a_on_left,63,34,19,10,20,57,14,26,38,48,50,47,203,223,316.81609999986836,left,false,false,,,,
seq-numbers,down,a_on_left,18,14,28,25,74,38,36,62,11,16,17,13,197,155,366.38959999978545,left,true,true,,,,
seq-numbers,down,a_on_right,10,36,47,30,39,15,47,24,20,15,79,39,224,177,299.69089999981225,left,true,true,,,,
seq-numbers,down,b_on_left,18,42,20,26,69,10,26,32,16,38,23,42,177,185,216.63360000001265,right,true,true,,,,
seq-numbers,down,b_on_left,51,13,49,14,46,15,11,22,33,20,18,31,135,188,216.60930000012746,right,true,true,,,,
seq-numbers,down,b_on_right,42,25,15,30,40,15,53,27,27,63,49,48,167,267,316.8463999997824,right,true,true,,,,
seq-numbers,down,a_on_left,82,41,24,35,64,14,15,10,51,17,10,43,260,146,233.39619999993587,left,true,true,,,,
sim-numbers,down,0,25,61,33,48,63,70,13,26,20,23,63,32,300,177,483.3944000001066,left,true,true,,,,
sim-numbers,down,0,26,33,59,34,46,31,40,49,85,34,60,85,229,353,416.8378000000492,right,true,true,,,,
sim-numbers,down,0,16,24,11,14,24,37,27,73,24,22,11,64,126,221,566.585399999912,right,true,true,,,,
sim-numbers,down,0,34,72,11,47,20,15,38,18,20,68,43,51,199,238,400.04490000014204,right,true,true,,,,
sim-numbers,down,0,27,41,53,22,63,46,20,60,52,33,16,32,252,213,449.9337000000757,left,true,true,,,,
sim-numbers,down,0,26,47,34,38,15,51,26,58,19,28,38,25,211,194,516.1252000002423,left,true,true,,,,
sim-numbers,down,0,20,43,58,55,40,53,27,17,85,50,20,17,269,216,733.2007999996889,left,true,true,,,,
sim-numbers,down,0,20,11,72,14,21,50,48,16,32,16,29,22,188,163,499.97490000019314,left,true,true,,,,
sim-numbers,down,0,50,30,41,39,11,36,37,15,67,69,14,10,207,212,566.8695999998367,right,true,true,,,,
sim-numbers,down,0,46,20,51,42,17,44,37,61,15,27,43,46,220,229,600.3872000000439,right,true,true,,,,
sim-numbers,down,0,20,60,52,33,16,32,27,41,53,22,63,46,213,252,533.2803999997442,right,true,true,,,,
sim-numbers,down,0,19,49,65,41,18,60,39,16,47,48,42,13,252,205,466.5113000000362,left,true,true,,,,
sim-numbers,down,0,35,62,20,39,46,21,64,37,14,39,17,17,223,188,399.75599999991243,left,true,true,,,,
sim-numbers,down,0,27,25,26,31,30,17,26,44,62,33,19,43,156,227,500.08639999972655,right,true,true,,,,
sim-numbers,down,0,25,40,18,36,30,19,36,23,50,18,38,14,168,179,516.7365000000689,right,true,true,,,,
sim-numbers,down,0,40,17,40,54,22,30,33,30,61,18,22,28,203,192,450.27640000013645,right,false,false,,,,
sim-numbers,down,0,15,21,18,17,25,10,75,19,23,40,19,51,106,227,466.44570000001687,right,true,true,,,,
sim-numbers,down,0,54,33,48,40,33,76,26,16,33,76,30,29,284,210,399.7748999998672,left,true,true,,,,
sim-numbers,down,0,13,34,45,28,38,45,31,76,34,58,13,37,203,249,650.4477000000187,left,false,false,,,,
sim-numbers,down,0,28,67,37,19,48,82,69,21,12,66,46,30,281,244,366.722800000012,left,true,true,,,,
sim-numbers,down,0,17,59,46,49,56,68,46,28,75,12,16,32,295,209,483.40630000012453,left,true,true,,,,
sim-numbers,down,0,26,44,62,33,19,43,27,25,26,31,30,17,227,156,399.9955999998377,left,true,true,,,,
sim-numbers,down,0,57,13,27,35,13,16,47,13,30,46,11,44,161,191,832.9271999999181,right,true,true,,,,
sim-numbers,down,0,48,31,24,14,16,44,58,40,80,47,37,42,177,304,549.8413999999174,right,true,true,,,,
sim-numbers,down,0,34,49,34,40,30,17,14,48,18,47,28,18,204,173,483.4927000001306,right,false,false,,,,
sim-numbers,down,0,19,41,32,27,37,82,43,20,16,42,12,46,238,179,416.4848999999697,left,true,true,,,,
sim-numbers,down,0,44,27,37,42,46,35,37,25,13,13,28,30,231,146,416.779600000428,left,true,true,,,,
sim-numbers,down,0,58,40,80,47,37,42,48,31,24,14,16,44,304,177,516.7357999999542,left,true,true,,,,
sim-numbers,down,0,64,37,14,39,17,17,35,62,20,39,46,21,188,223,550.2190999998246,right,true,true,,,,
sim-numbers,down,0,30,30,37,10,53,21,24,40,80,33,16,61,181,254,450.0984000000637,right,true,true,,,,
alt-numbers,down,b_on_right,74,54,67,63,10,24,25,57,26,11,18,11,220,220,433.49499999992554,right,true,true,,,,
alt-numbers,down,b_on_left,22,47,81,39,27,31,18,21,18,58,18,28,184,224,316.903000000026,right,true,true,,,,
alt-numbers,down,b_on_right,15,11,20,32,21,35,83,28,27,33,14,33,172,180,383.1641000000294,right,true,true,,,,
alt-numbers,down,b_on_right,26,44,16,14,60,10,12,59,57,46,83,52,225,254,333.22739999999754,right,true,true,,,,
alt-numbers,down,a_on_right,20,15,16,48,12,15,29,14,58,15,17,15,122,152,216.81450000018813,right,true,true,,,,
alt-numbers,down,b_on_left,13,52,34,24,35,34,22,28,12,65,27,26,143,229,233.31729999992524,right,true,true,,,,
alt-numbers,down,b_on_right,18,61,60,68,12,16,34,18,26,50,54,19,232,204,200.15179999989923,left,true,true,,,,
alt-numbers,down,b_on_left,26,32,38,58,33,34,28,55,54,29,60,38,239,246,416.8786999998847,right,true,true,,,,
alt-numbers,down,b_on_right,12,15,42,81,45,83,21,15,22,47,23,23,264,165,416.8787999997846,left,true,true,,,,
alt-numbers,down,b_on_left,69,71,65,34,27,74,29,53,73,48,14,46,277,326,233.51560000013558,right,true,true,,,,
alt-numbers,down,a_on_left,69,46,89,46,20,54,65,25,75,32,47,11,365,214,333.41809999984685,left,true,true,,,,
alt-numbers,down,b_on_left,46,19,30,40,18,15,61,21,54,20,22,18,231,133,216.55820000006352,left,true,true,,,,
alt-numbers,down,a_on_left,76,36,35,53,67,20,23,69,52,16,42,35,295,229,516.7270999999718,right,false,false,,,,
alt-numbers,down,a_on_left,69,71,65,34,27,74,29,53,73,48,14,46,277,326,233.29929999997836,right,true,true,,,,
alt-numbers,down,b_on_right,67,19,89,63,23,13,65,46,21,66,49,44,251,314,249.98859999999402,right,true,true,,,,
alt-numbers,down,a_on_right,12,56,64,31,38,57,56,47,55,12,10,22,225,235,950.0386000001336,left,false,false,,,,
alt-numbers,down,b_on_left,24,32,64,11,59,40,44,45,24,19,34,50,249,197,216.8713000000222,left,true,true,,,,
alt-numbers,down,a_on_left,50,22,54,57,65,18,74,45,52,21,46,56,341,219,433.4778999999166,left,true,true,,,,
alt-numbers,down,a_on_left,28,33,48,41,74,55,28,39,26,34,39,36,243,238,383.33220000001603,left,true,true,,,,
alt-numbers,down,b_on_right,42,53,32,52,11,15,14,15,30,10,10,16,161,139,349.6807999999961,left,true,true,,,,
alt-numbers,down,b_on_left,23,11,23,22,70,25,64,44,38,40,19,27,237,169,333.46090000004034,left,true,true,,,,
alt-numbers,down,a_on_left,13,15,18,82,68,59,81,61,21,13,15,31,216,261,416.9131999997654,right,true,true,,,,
alt-numbers,down,b_on_left,15,26,40,11,48,74,74,41,10,15,29,66,216,233,500.2575000000652,right,true,true,,,,
alt-numbers,down,a_on_left,23,74,16,26,35,25,31,19,22,45,48,13,175,202,483.16109999974725,left,false,false,,,,
alt-numbers,down,a_on_right,31,27,28,72,26,14,86,53,24,49,11,30,245,206,383.507999999798,right,false,false,,,,
alt-numbers,down,a_on_right,18,61,60,68,12,16,34,18,26,50,54,19,232,204,716.7456999999237,left,true,true,,,,
alt-numbers,down,b_on_right,31,27,28,72,26,14,86,53,24,49,11,30,245,206,266.7866000000155,left,true,true,,,,
alt-numbers,down,b_on_right,29,69,40,30,47,11,72,26,43,46,48,40,222,279,1250.155900000106,left,false,false,,,,
alt-numbers,down,a_on_left,36,51,64,13,28,49,41,15,45,15,72,72,286,215,333.5446999999927,left,true,true,,,,
alt-numbers,down,a_on_left,26,32,38,58,33,34,28,55,54,29,60,38,239,246,233.2201999998884,left,false,false,,,,
,,,,,,,,,,,,,,,,,,,,,sim-bars,0,true,
,,,,,,,,,,,,,,,,,,,,,seq-bars,15,false,
,,,,,,,,,,,,,,,,,,,,,alt-bars,24,true,
,,,,,,,,,,,,,,,,,,,,,seq-numbers,4,true,
,,,,,,,,,,,,,,,,,,,,,sim-numbers,24,false,
,,,,,,,,,,,,,,,,,,,,,alt-numbers,6,true,
,,,,,,,,,,,,,,,,,,,,,,,,4
