block_type,treatment,start_position,setup_a1,setup_a2,setup_a3,setup_a4,setup_a5,setup_a6,setup_b1,setup_b2,setup_b3,setup_b4,setup_b5,setup_b6,total_left,total_right,waiting_elapsed,side_chosen,choice_correct,choice_correct,bonus_block_type,bonus_trial_number_chosen,bonus_trial_correct,bonus_total
sim-bars,up,0,38,30,49,86,77,36,62,41,37,81,78,46,316,345,483.0396999999883,left,false,false,,,,
seq-bars,up,a_on_right,75,30,48,84,55,26,73,84,57,27,58,54,353,318,799.9883000000378,left,true,true,,,,
seq-bars,up,b_on_left,88,86,88,72,86,85,56,85,61,77,78,82,439,505,200.9978999998886,right,true,true,,,,
seq-bars,up,b_on_right,82,61,71,77,55,67,77,84,67,86,77,64,413,455,216.66389999985697,right,true,true,,,,
seq-bars,up,a_on_left,68,78,87,82,41,66,73,62,81,65,31,74,422,386,233.3294999996666,left,true,true,,,,
seq-bars,up,b_on_right,15,76,73,72,63,10,61,21,33,59,67,72,309,313,683.3226999993436,right,true,true,,,,
seq-bars,up,a_on_right,88,87,85,61,73,84,70,70,67,75,60,48,390,478,349.99449999989014,right,true,true,,,,
seq-bars,up,b_on_right,41,71,60,86,31,59,73,70,22,50,86,83,348,384,366.6620999998413,left,false,false,,,,
seq-bars,up,b_on_left,46,44,89,40,53,57,77,53,85,66,48,67,396,329,383.32740000006737,left,true,true,,,,
seq-bars,up,b_on_right,33,56,86,71,87,14,84,59,87,84,66,52,347,432,349.9944999998436,right,true,true,,,,
seq-bars,up,b_on_right,39,65,81,84,80,51,89,75,82,26,75,72,400,419,566.6578000000676,right,true,true,,,,
seq-bars,up,b_on_left,87,85,83,47,66,57,37,76,86,35,87,89,410,425,399.9941999999807,right,true,true,,,,
seq-bars,up,a_on_left,73,62,80,30,57,35,36,88,86,62,70,80,337,422,433.32689999984575,right,true,true,,,,
seq-bars,up,a_on_left,73,35,40,89,71,81,24,89,23,45,65,63,389,309,483.32619999926544,left,true,true,,,,
seq-bars,up,a_on_right,82,61,71,77,55,67,77,84,67,86,77,64,455,413,449.99279999947174,left,true,true,,,,
seq-bars,up,a_on_right,64,88,70,78,80,38,75,15,47,56,67,75,335,418,216.6631999998819,right,true,true,,,,
seq-bars,up,a_on_left,58,74,71,49,54,83,59,52,84,82,40,53,389,370,216.66319999992848,left,true,true,,,,
seq-bars,up,a_on_left,46,44,89,40,53,57,77,53,85,66,48,67,329,396,833.3200999998019,right,true,true,,,,
seq-bars,up,b_on_left,58,74,71,49,54,83,59,52,84,82,40,53,370,389,349.99470000024877,right,true,true,,,,
seq-bars,up,b_on_right,43,23,39,21,87,54,89,72,90,74,68,78,267,471,216.66390000027607,right,true,true,,,,
seq-bars,up,a_on_left,49,72,66,81,65,37,57,30,86,81,52,88,370,394,399.9934999999589,right,true,true,,,,
seq-bars,up,b_on_left,19,55,70,89,33,82,53,76,74,52,64,24,343,348,216.6640000001062,right,true,true,,,,
seq-bars,up,a_on_right,62,77,75,71,76,88,87,66,50,90,70,76,439,449,366.66099999975415,right,true,true,,,,
seq-bars,up,b_on_right,23,79,55,76,82,60,89,75,38,85,35,68,375,390,399.99400000032034,left,false,false,,,,
seq-bars,up,a_on_right,40,84,50,76,74,44,51,83,74,87,69,35,399,368,299.9954999997746,left,true,true,,,,
seq-bars,up,b_on_left,55,87,64,51,88,22,64,37,84,57,38,85,365,367,416.6609999998939,left,false,false,,,,
seq-bars,up,b_on_right,51,52,86,24,60,86,42,61,50,73,50,40,359,316,333.3284999999218,left,true,true,,,,
seq-bars,up,b_on_right,69,69,46,80,65,67,30,53,82,84,87,52,396,388,266.6633000000846,right,false,false,,,,
seq-bars,up,b_on_left,73,62,80,30,57,35,36,88,86,62,70,80,422,337,483.325700000068,left,true,true,,,,
seq-bars,up,b_on_left,85,71,89,69,81,70,60,84,81,87,80,69,461,465,216.6632999999449,right,true,true,,,,
seq-bars,up,a_on_left,89,50,56,45,58,34,49,55,90,87,27,32,332,340,399.99429999999694,right,true,true,,,,
alt-numbers,up,a_on_left,64,64,74,58,70,82,55,46,89,68,63,74,415,392,883.320100000035,left,true,true,,,,
alt-numbers,up,a_on_right,26,21,64,77,87,70,83,81,86,62,90,64,375,436,299.99620000012214,right,true,true,,,,
alt-numbers,up,a_on_right,75,82,59,47,80,63,81,81,34,78,83,80,431,412,216.66389999976383,left,true,true,,,,
alt-numbers,up,a_on_right,25,52,66,59,84,88,50,45,65,62,41,24,330,331,1466.6460999994533,right,true,true,,,,
alt-numbers,up,b_on_left,83,84,51,90,39,85,82,72,69,49,58,26,382,406,249.99579999996348,right,true,true,,,,
alt-numbers,up,a_on_left,80,34,67,80,57,79,87,84,61,63,78,87,430,427,216.66399999982676,right,false,false,,,,
alt-numbers,up,b_on_left,78,85,77,18,80,90,35,59,82,35,33,51,385,338,399.9946000000462,left,true,true,,,,
alt-numbers,up,a_on_left,87,67,71,31,56,61,15,50,62,69,81,63,372,341,216.6630000000354,left,true,true,,,,
alt-numbers,up,b_on_right,86,44,56,76,78,65,88,36,37,32,51,71,324,396,249.9968000002671,right,true,true,,,,
